id:int,value:float
2110001,8.739439
2100001,8.748295
2090001,8.660464
2080001,8.673047
2070001,8.476349
2060001,8.43478
2050001,7.972447
2040001,7.691027
2030001,7.694571
2020001,8.131657
2010001,7.863548
2000001,7.830617
1990001,7.653913
1980001,7.885709
1970001,7.841148
1960001,8.048391
1950001,8.155605
1940001,8.159585
1930001,8.244251
1920001,8.089706
1910001,8.166259
1900001,8.375143
1890001,8.355819
1880001,8.146111
1870001,7.937928
1860001,7.629932
1850001,7.961107
1840001,8.49111
1830001,8.47263
1820001,8.217977
1810001,8.266457
1800001,9.076205
1790001,8.592916
1780001,7.953655
1770001,8.028622
1760001,7.581723
1750001,7.407258
1740001,7.441081
1730001,8.022465
1720001,9.499097
1710001,10.406787
1700001,10.51895
1690001,10.10434
1680001,9.132642
1670001,8.363461
1660001,8.561855
1650001,8.796337
1640001,8.546756
1630001,8.229992
1620001,8.002468
1610001,8.373777
1600001,8.620462
1590001,8.536597
1580001,8.118504
1570001,8.235075
1560001,8.313491
1550001,8.129181
1540001,7.815105
1530001,7.625627
1520001,7.63224
1510001,8.056556
1500001,8.597546
1490001,7.636045
1480001,7.496549
1470001,7.809954
1460001,7.983865
1450001,8.166
1440001,8.738626
1430001,9.856151
1420001,10.219999
1400001,7.677134
2590002,11.696132
2580002,11.254115
2570002,9.643821
2560002,9.885336
2550002,11.938478
2540002,12.138099
2530002,10.57517
2520002,10.755963
2510002,10.602999
2500002,10.135823
2490002,9.755655
2420002,7.955376
2410002,8.249159
2400002,8.102981
2390002,6.991511
2380002,6.766541
2360002,6.94198
2350002,7.006532
2340002,7.050961
2330002,7.284472
2320002,7.775013
2300002,7.335314
2290002,7.163721
2280002,7.040709
2270002,7.106351
2260002,7.082489
2250002,7.127084
2240002,7.108068
2230002,7.040732
2220002,7.29502
2210002,7.694469
2200002,7.574601
2190002,7.187436
2180002,7.675288
2170002,8.462593
2160002,8.694633
2150002,8.62104
2140002,8.32628
2130002,8.370859
2120002,8.853424
2110002,8.615305
2100002,8.289574
2090002,8.228048
2080002,8.220835
2070002,8.104048
2060002,8.082838
2050002,7.626326
2040002,7.330578
2030002,7.427342
2020002,7.918909
2010002,7.826253
2000002,7.822623
1990002,8.036894
1980002,8.152565
1970002,8.224652
1960002,8.158221
1950002,8.153078
1940002,8.196472
1930002,7.856791
1920002,7.896815
1910002,7.794324
1900002,8.222126
1890002,8.391379
1880002,8.1118
1870002,7.910206
1860002,7.572171
1850002,7.900965
1840002,8.316837
1830002,8.610242
1820002,8.631034
1810002,8.644202
1800002,9.1196
1790002,8.48605
1780002,7.872293
1770002,7.941285
1760002,7.721698
1750002,7.477534
1740002,7.385496
1730002,7.706416
1720002,9.471645
1710002,10.04347
1700002,9.683851
1690002,9.130907
1680002,8.5275
1670002,8.216861
1660002,8.614428
1650002,9.079563
1640002,8.939308
1630002,21.208561
1620002,8.672008
1610002,8.261324
1600002,8.377972
1590002,8.468835
1580002,8.090388
1570002,7.869454
1560002,8.196452
1550002,8.432648
1540002,8.534459
1530002,7.985638
1520002,7.691973
1510002,7.659563
1500002,8.082445
1490002,7.857627
1480002,7.732632
1470002,7.939596
1460002,8.166911
1450002,8.493136
1440002,9.296315
1430002,10.380461
1420002,10.560772
1410002,10.065183
1400002,10.106206
2590003,11.451168
2580003,10.813925
2570003,9.913681
2560003,9.77817
2550003,10.879739
2540003,11.356607
2530003,10.739029
2520003,10.902744
2510003,10.617103
2500003,10.392719
2490003,9.984493
2480003,9.647757
2440003,8.591883
2430003,8.05928
2410003,8.509062
2370003,6.98311
2360003,7.208797
2340003,7.283231
2300003,7.498071
2290003,7.32117
2280003,7.109519
2270003,7.176496
2260003,7.118023
2250003,7.182783
2240003,7.207299
2230003,7.348027
2220003,7.43707
2210003,7.739164
2200003,7.817701
2190003,7.362405
2180003,7.840851
2170003,8.686252
2160003,8.870501
2150003,9.009049
2140003,8.494452
2130003,8.236433
2120003,8.662273
2110003,8.494254
2100003,8.066578
2090003,7.984367
2080003,7.98134
2070003,7.874712
2060003,8.08477
2050003,7.687093
2040003,7.432406
2030003,7.486799
2020003,7.930839
2010003,7.790004
2000003,7.971392
1990003,8.150051
1980003,8.264925
1970003,8.35424
1960003,8.408705
1950003,8.292742
1940003,8.133723
1930003,7.863161
1920003,7.830702
1910003,7.852837
1900003,8.137178
1890003,8.388173
1880003,8.242805
1870003,7.924676
1860003,7.797551
1850003,7.830869
1840003,7.876083
1830003,8.242886
1820003,8.482962
1810003,8.307687
1800003,8.441304
1790003,8.153327
1780003,7.940292
1770003,7.995414
1760003,7.753232
1750003,7.547857
1740003,7.608605
1730003,8.193108
1720003,9.31055
1710003,9.850732
1700003,9.194711
1690003,8.537587
1680003,8.560373
1670003,8.258251
1660003,8.454673
1650003,9.167384
1640003,9.174595
1630003,9.207587
1620003,8.713766
1610003,8.261497
1600003,8.209762
1590003,8.332588
1580003,8.224066
1570003,8.022642
1560003,8.05931
1550003,8.392093
1540003,8.509347
1530003,8.129501
1520003,7.840502
1510003,7.732503
1500003,7.998274
1490003,7.922216
1480003,7.916474
1470003,7.964032
1460003,8.093837
1450003,8.283342
1440003,8.92518
1430003,10.526231
1420003,10.88394
1410003,10.235399
1400003,10.111775
1390003,11.721012
2590004,8.616657
2580004,9.143018
2570004,9.991929
2560004,9.742949
2550004,9.87583
2540004,10.711955
2530004,10.666461
2520004,10.460303
2510004,11.412043
2500004,11.586233
2490004,10.468277
2480004,9.620147
2440004,7.959052
2430004,7.868298
2410004,8.246827
2400004,8.018615
2380004,7.961743
2370004,7.919088
2360004,8.250517
2350004,8.108531
2340004,7.710754
2330004,7.997285
2310004,8.482065
2300004,7.896986
2290004,7.676656
2280004,7.40716
2270004,7.411098
2260004,7.447613
2250004,7.153848
2240004,7.279161
2230004,7.638017
2220004,7.865082
2210004,7.82825
2200004,8.022561
2190004,7.619102
2180004,7.926983
2170004,8.80104
2160004,8.987411
2150004,8.833321
2140004,8.358434
2130004,7.924127
2120004,7.997711
2110004,7.996637
2100004,7.815715
2090004,7.993719
2080004,7.893339
2070004,7.748609
2060004,7.973934
2050004,7.978483
2040004,7.646297
2030004,7.728102
2020004,8.099936
2010004,7.93561
2000004,8.103981
1990004,8.245237
1980004,8.14653
1970004,8.016844
1960004,8.28659
1950004,7.895697
1940004,7.852817
1930004,7.813787
1920004,7.696754
1910004,7.777681
1900004,8.070486
1890004,8.609878
1880004,8.574532
1870004,8.296755
1860004,8.200585
1850004,8.061278
1840004,7.906596
1830004,8.00181
1820004,8.158373
1810004,7.97801
1800004,7.960102
1790004,7.975025
1780004,8.214003
1770004,8.144608
1760004,7.797789
1750004,7.616714
1740004,7.846047
1730004,9.48884
1720004,10.534299
1710004,9.825921
1700004,9.378377
1690004,8.701342
1680004,8.592673
1670004,8.395743
1660004,8.497312
1650004,8.922919
1640004,9.033282
1630004,8.977696
1620004,8.721932
1610004,8.818817
1600004,8.827986
1590004,9.076015
1580004,9.111822
1570004,8.907352
1560004,8.831756
1550004,8.608865
1540004,8.685257
1530004,8.396733
1520004,8.334642
1510004,8.191365
1500004,7.922389
1490004,7.94429
1480004,7.939982
1470004,7.928523
1460004,7.879367
1450004,8.02405
1440004,8.557135
1430004,10.044144
1420004,11.188977
1410004,10.76222
1400004,10.770037
1390004,11.52691
2590005,7.589105
2580005,8.310169
2570005,9.198859
2560005,8.982653
2550005,9.787496
2540005,10.335828
2530005,10.658201
2520005,10.863402
2510005,11.587091
2500005,11.620839
2490005,10.567975
2480005,9.388111
2470005,7.72182
2460005,7.808216
2440005,8.460651
2430005,8.128859
2420005,7.795744
2400005,8.247885
2390005,8.203172
2340005,8.475169
2320005,8.92521
2310005,8.603769
2300005,8.025198
2290005,7.835637
2280005,7.641627
2270005,7.881792
2260005,7.835906
2250005,7.197751
2240005,7.229702
2230005,7.61426
2220005,8.001853
2210005,8.348722
2200005,8.125554
2190005,7.620093
2180005,7.800315
2170005,8.437881
2160005,8.652533
2150005,8.494641
2140005,8.204616
2130005,7.886205
2120005,7.757038
2110005,7.701714
2100005,7.860027
2090005,8.125593
2080005,8.004465
2070005,7.815893
2060005,8.037744
2050005,7.960524
2040005,7.748669
2030005,7.91728
2020005,7.98381
2010005,7.869338
2000005,7.966196
1990005,8.207617
1980005,8.198248
1970005,7.938604
1960005,8.015696
1950005,7.874812
1940005,7.818815
1930005,7.598464
1920005,7.552188
1910005,7.748851
1900005,7.908134
1890005,8.391413
1880005,8.732492
1870005,8.574039
1860005,8.505043
1850005,8.428669
1840005,8.495667
1830005,8.329127
1820005,8.232327
1810005,7.970115
1800005,7.69377
1790005,7.71046
1780005,8.112272
1770005,8.176908
1760005,7.734042
1750005,7.562857
1740005,7.759882
1730005,9.874114
1720005,10.84443
1710005,10.240708
1700005,9.489187
1690005,8.441743
1680005,8.380072
1670005,8.468837
1660005,8.450095
1650005,8.820728
1640005,9.025848
1630005,8.896526
1620005,8.711923
1610005,8.927465
1600005,9.131218
1590005,9.42709
1580005,9.425375
1570005,9.235659
1560005,9.249652
1550005,8.946213
1540005,8.982018
1530005,8.921955
1520005,8.85755
1510005,8.818012
1500005,8.585439
1490005,8.102491
1480005,8.039228
1470005,7.990274
1460005,7.993803
1450005,8.081088
1440005,8.5811
1430005,9.808524
1420005,11.061645
1410005,11.591506
1380005,12.854767
1370005,15.834328
1360005,14.966722
1350005,11.970937
2590006,8.199497
2580006,7.861513
2570006,8.292019
2560006,8.906924
2550006,9.356841
2540006,9.531077
2530006,10.157762
2520006,10.316393
2510006,11.251977
2500006,11.435786
2490006,10.863192
2480006,9.295421
2470006,7.388645
2460006,7.30487
2450006,8.047074
2440006,8.391916
2430006,8.1142
2420006,7.944883
2390006,8.161563
2380006,8.306122
2370006,8.487468
2360006,9.042776
2350006,9.039212
2320006,8.639949
2310006,8.6912
2300006,8.306775
2290006,7.917624
2280006,7.738686
2270006,8.022724
2260006,7.975528
2250006,7.029171
2240006,7.140498
2230006,7.967398
2220006,8.261098
2210006,8.4128
2200006,7.968385
2190006,7.629916
2180006,7.824915
2170006,8.333583
2160006,8.40616
2150006,8.084993
2140006,8.074676
2130006,7.754099
2120006,7.7587
2110006,8.021117
2100006,8.079232
2090006,8.109169
2080006,8.054745
2070006,7.894871
2060006,8.011392
2050006,7.977694
2040006,8.047127
2030006,8.0234
2020006,8.116619
2010006,7.809389
2000006,7.90638
1990006,8.093532
1980006,8.194203
1970006,8.168849
1960006,8.232925
1950006,8.077367
1940006,7.808205
1930006,7.756944
1920006,7.741756
1910006,7.758755
1900006,7.784441
1890006,8.265464
1880006,9.070688
1870006,9.088821
1860006,9.346897
1850006,9.334376
1840006,9.053752
1830006,8.298702
1820006,8.32725
1810006,7.470357
1800006,7.217335
1790006,7.464454
1780006,7.817293
1770006,7.949959
1760006,7.582356
1750006,7.72396
1740006,8.208991
1730006,9.72407
1720006,10.44349
1710006,9.95083
1700006,8.924804
1690006,8.261694
1680006,8.167472
1670006,8.505186
1660006,8.662624
1650006,9.121634
1640006,9.199727
1630006,8.964533
1620006,8.839103
1610006,9.246966
1600006,9.682804
1590006,9.498133
1580006,9.334926
1570006,9.248486
1560006,9.461637
1550006,9.529821
1540006,9.602875
1530006,9.814481
1520006,9.775257
1510006,9.353295
1500006,9.073965
1490006,8.343507
1480006,8.169711
1470006,8.395539
1460006,8.434065
1450006,8.519751
1440006,9.101735
1430006,9.86269
1420006,11.079575
1390006,12.569977
1350006,11.738589
1340006,10.263946
1330006,9.556631
1320006,9.092493
2590007,9.02086
2580007,8.012303
2570007,7.6462
2560007,8.708494
2550007,9.211107
2540007,8.887629
2530007,9.469623
2520007,9.859398
2510007,11.187789
2500007,11.518425
2490007,10.14966
2480007,8.779902
2470007,7.233136
2460007,7.259185
2450007,7.703612
2440007,7.793711
2430007,7.611252
2420007,7.722856
2410007,7.578712
2400007,8.022714
2390007,8.283553
2380007,8.00788
2370007,8.06746
2360007,8.531032
2350007,8.666746
2340007,8.584822
2330007,8.464491
2320007,8.408251
2310007,8.693403
2300007,8.442898
2290007,8.127728
2280007,7.820117
2270007,7.844261
2260007,7.7349
2250007,6.951076
2240007,7.189261
2230007,8.053777
2220007,8.455077
2210007,8.547015
2200007,8.017539
2190007,7.744193
2180007,7.885013
2170007,8.173051
2160007,8.12841
2150007,7.844641
2140007,7.844905
2130007,7.678556
2120007,7.894543
2110007,8.304932
2100007,8.338888
2090007,8.246714
2080007,8.195859
2070007,7.939249
2060007,7.832132
2050007,8.04681
2040007,8.107792
2030007,8.103162
2020007,8.144787
2010007,7.96513
2000007,8.168909
1990007,8.411466
1980007,8.593516
1970007,8.556813
1960007,8.583255
1950007,8.284846
1940007,7.946941
1930007,7.75641
1920007,7.788965
1910007,7.768751
1900007,7.90351
1890007,8.452901
1880007,8.745599
1870007,8.842185
1860007,9.094877
1850007,9.267879
1840007,9.186219
1830007,8.518965
1820007,8.530457
1810007,7.333348
1800007,7.04467
1790007,7.601627
1780007,8.17491
1770007,8.032494
1760007,7.849564
1750007,8.405319
1740007,9.634499
1730007,11.271342
1720007,10.412907
1710007,9.812899
1700007,8.839212
1690007,8.383828
1680007,8.252731
1670007,8.301491
1660007,8.551482
1650007,9.044971
1640007,8.989657
1630007,8.820573
1620007,8.887172
1610007,9.291721
1600007,9.556173
1590007,9.197389
1580007,9.264278
1570007,9.283733
1560007,9.505081
1550007,9.942224
1540007,10.249388
1530007,10.311601
1520007,10.14909
1510007,9.935994
1500007,9.618383
1490007,8.6595
1480007,8.490269
1470007,8.607496
1460007,8.676804
1450007,8.858974
1440007,9.221214
1430007,9.96679
1420007,10.963181
1410007,12.016944
1400007,12.33331
1390007,11.923361
1380007,12.076678
1350007,12.40458
1340007,10.986145
1330007,9.723307
1320007,9.238762
1310007,8.562938
2590008,8.779594
2580008,8.121496
2570008,7.440645
2560008,8.12557
2550008,8.951005
2540008,8.857055
2530008,9.223761
2520008,9.83155
2510008,10.958763
2500008,10.680802
2490008,8.322301
2480008,7.577485
2470008,7.41097
2460008,7.486689
2450008,7.607947
2440008,7.689194
2430008,7.686604
2420008,7.685211
2410008,7.883279
2400008,8.216037
2390008,8.439959
2380008,8.110302
2370008,8.042176
2360008,8.226964
2350008,8.414881
2340008,8.434308
2330008,8.646612
2320008,8.899579
2310008,8.753158
2300008,8.491199
2290008,8.143854
2280008,8.032094
2270008,7.657641
2260008,7.652308
2250008,7.015882
2240008,7.251977
2230008,8.225189
2220008,8.55871
2210008,8.341005
2200008,7.879111
2190008,8.138444
2180008,8.174271
2170008,8.064907
2160008,7.813344
2150008,8.046183
2140008,8.020671
2130008,7.931795
2120008,8.049356
2110008,8.033977
2100008,8.295426
2090008,8.021735
2080008,8.01509
2070008,7.879691
2060008,7.920495
2050008,8.196456
2040008,8.246966
2030008,8.051806
2020008,8.234997
2010008,8.288326
2000008,8.616985
1990008,8.492942
1980008,8.631112
1970008,8.846265
1960008,8.787205
1950008,8.598076
1940008,8.146974
1930008,7.613713
1920008,7.684264
1910008,7.998828
1900008,8.400935
1890008,9.390944
1880008,8.962981
1870008,8.616959
1860008,8.803407
1850008,9.570742
1840008,10.015474
1830008,8.739466
1820008,8.583394
1810008,7.564509
1800008,7.071824
1790008,7.381594
1780008,8.324019
1770008,8.82193
1760008,8.98389
1750008,11.011712
1740008,12.350453
1730008,12.046843
1720008,10.212027
1710008,9.627178
1700008,9.090775
1690008,8.495533
1680008,8.396559
1670008,7.984243
1660008,8.079273
1650008,8.446491
1640008,8.608008
1630008,8.853737
1620008,8.930136
1610008,8.870591
1600008,8.925107
1590008,8.9218
1580008,9.204204
1570008,9.346092
1560008,9.544313
1550008,10.125139
1540008,10.439443
1530008,10.535805
1520008,10.633186
1510008,10.573836
1500008,9.915259
1490008,9.176358
1480008,9.122915
1470008,9.199028
1460008,9.290676
1450008,9.366874
1440008,9.651074
1430008,10.324814
1420008,11.097355
1410008,11.961176
1390008,11.152715
1380008,11.305281
1370008,12.096975
1340008,12.225227
1330008,10.226895
1320008,8.863136
1310008,8.566939
1300008,8.439972
2590009,8.371095
2580009,8.005427
2570009,7.716218
2560009,7.791074
2550009,8.533926
2540009,8.307653
2530009,9.031796
2520009,9.572404
2510009,10.813794
2500009,10.141514
2490009,8.220457
2480009,8.034674
2470009,8.16842
2460009,7.940174
2450009,7.546317
2440009,7.680791
2430009,7.714472
2420009,7.607623
2410009,7.684324
2400009,7.821503
2390009,7.990948
2380009,8.132057
2370009,8.003834
2360009,7.996828
2350009,8.041033
2340009,8.18771
2330009,8.502878
2320009,9.171936
2310009,8.901783
2300009,8.454617
2290009,7.964612
2280009,8.080325
2270009,7.905424
2260009,7.790698
2250009,7.170651
2240009,7.535365
2230009,8.258126
2220009,7.892714
2210009,7.608004
2200009,7.590708
2190009,8.183346
2180009,8.003712
2170009,7.847457
2160009,7.69951
2150009,7.946478
2140009,7.967507
2130009,8.070949
2120009,8.411348
2110009,8.080877
2100009,8.140217
2090009,7.930698
2080009,7.834135
2070009,7.873802
2060009,8.1274
2050009,8.192718
2040009,8.121179
2030009,8.047731
2020009,8.400081
2010009,8.457936
2000009,8.595168
1990009,8.343632
1980009,8.349141
1970009,8.755635
1960009,8.915585
1950009,8.426768
1940009,7.921922
1930009,7.693206
1920009,7.835708
1910009,8.182146
1900009,8.246859
1890009,9.085474
1880009,9.253948
1870009,8.818871
1860009,8.489748
1850009,9.651542
1840009,10.490294
1830009,8.958812
1820009,8.326215
1810009,7.552675
1800009,7.658347
1790009,7.178825
1780009,7.38727
1770009,7.547463
1760009,8.75166
1750009,12.564208
1740009,12.926171
1730009,11.866191
1720009,10.294132
1710009,10.028157
1700009,9.367417
1690009,8.470823
1680009,8.157925
1670009,7.775252
1660009,7.76023
1650009,8.149009
1640009,8.3221
1630009,8.738189
1620009,8.724968
1610009,8.601446
1600009,8.632759
1590009,8.871849
1580009,9.318209
1570009,9.522462
1560009,9.811624
1550009,10.146612
1540009,10.27157
1530009,10.333795
1520009,10.359424
1510009,10.78129
1500009,10.382484
1490009,9.455479
1480009,9.277157
1470009,9.414649
1460009,9.677616
1450009,9.877907
1440009,10.245894
1430009,10.767403
1420009,11.28448
1410009,12.157808
1400009,12.319548
1390009,10.816067
1380009,10.526031
1370009,10.922167
1360009,11.794445
1350009,13.325815
1340009,13.365717
1330009,11.821474
1320009,9.541117
1310009,8.564028
1300009,8.611363
2590010,8.539242
2580010,8.364931
2570010,8.253831
2560010,7.555772
2550010,7.902796
2540010,7.990826
2530010,8.540651
2520010,8.961283
2510010,9.971598
2500010,9.367531
2490010,8.668708
2480010,9.15278
2470010,9.940551
2460010,9.049052
2450010,7.417231
2440010,7.711322
2430010,7.893183
2420010,7.783804
2410010,7.839324
2400010,7.782926
2390010,8.205779
2380010,8.385172
2370010,8.297946
2360010,8.183693
2350010,8.185059
2340010,8.343489
2330010,8.57444
2320010,8.884063
2310010,8.477282
2300010,8.35657
2290010,8.58252
2280010,8.970175
2270010,8.335808
2260010,8.109168
2250010,7.326866
2240010,7.527526
2230010,8.0302
2220010,7.867844
2210010,7.73075
2200010,7.759537
2190010,7.913465
2180010,7.850408
2170010,7.948671
2160010,7.769293
2150010,8.002705
2140010,8.040275
2130010,7.830383
2120010,8.162913
2110010,8.0212
2100010,7.843867
2090010,8.05419
2080010,7.937352
2070010,8.267899
2060010,8.673993
2050010,8.286637
2040010,8.134229
2030010,8.23197
2020010,8.911718
2010010,9.155963
2000010,8.734113
1990010,8.431248
1980010,8.376424
1970010,8.326107
1960010,8.487664
1950010,7.88545
1940010,7.422713
1930010,7.565227
1920010,7.659262
1910010,7.493802
1900010,7.691545
1890010,8.124347
1880010,8.427812
1870010,9.251963
1860010,8.220863
1850010,9.090852
1840010,10.234574
1830010,9.159493
1820010,7.756326
1810010,7.317424
1800010,7.611935
1790010,7.065922
1780010,6.774502
1770010,6.806359
1760010,7.959909
1750010,13.649729
1740010,14.657856
1730010,12.383609
1720010,11.221063
1710010,10.570454
1700010,9.441046
1690010,8.308952
1680010,7.784588
1670010,7.65581
1660010,7.493043
1650010,7.563457
1640010,7.741916
1630010,8.143609
1620010,8.290463
1610010,8.430198
1600010,8.570721
1590010,9.143482
1580010,9.685197
1570010,9.624435
1560010,10.021378
1550010,10.408118
1540010,10.281652
1530010,10.126871
1520010,9.982746
1510010,10.127287
1500010,9.997948
1490010,9.811539
1480010,9.544396
1470010,10.461131
1460010,10.604183
1450010,10.306132
1440010,10.736357
1430010,11.468423
1420010,11.562109
1410010,11.450081
1400010,11.878191
1390010,11.033076
1380010,10.352761
1370010,10.526313
1360010,10.858655
1350010,11.849181
1340010,13.251504
1330010,13.090256
1320010,11.307129
1310010,8.916945
1300010,8.730396
2590011,8.369102
2580011,7.948466
2570011,7.75892
2560011,7.476934
2550011,7.76284
2540011,8.018105
2530011,8.286682
2520011,8.631495
2510011,9.572315
2500011,9.298187
2490011,9.283407
2480011,10.384831
2470011,11.353155
2460011,8.937597
2450011,7.338253
2440011,7.662772
2430011,7.937171
2420011,7.914372
2410011,8.143942
2400011,8.159789
2390011,8.117179
2380011,8.128517
2370011,8.139664
2360011,8.01754
2350011,7.858296
2340011,8.039335
2330011,8.361737
2320011,8.470016
2310011,8.053783
2300011,8.325933
2290011,9.755301
2280011,11.258187
2270011,8.892781
2260011,8.172804
2250011,7.641254
2240011,7.67635
2230011,7.971711
2220011,7.793096
2210011,7.858838
2200011,8.031802
2190011,7.929259
2180011,8.099252
2170011,8.009232
2160011,7.929276
2150011,8.21748
2140011,8.295942
2130011,8.070926
2120011,7.983394
2110011,7.819896
2100011,7.755357
2090011,7.801673
2080011,7.842008
2070011,8.492063
2060011,9.144439
2050011,8.320902
2040011,8.047529
2030011,8.352054
2020011,9.407887
2010011,10.14479
2000011,9.416241
1990011,8.633565
1980011,8.230601
1970011,8.047248
1960011,7.974733
1950011,7.684549
1940011,7.165414
1930011,6.925617
1920011,6.85687
1910011,6.959806
1900011,7.363495
1890011,7.685418
1880011,7.781767
1870011,8.547078
1860011,8.249125
1850011,8.779861
1840011,9.636066
1830011,8.725989
1820011,7.374799
1810011,7.194694
1800011,7.423945
1790011,6.979448
1780011,6.667336
1770011,6.631852
1760011,7.945374
1750011,13.456577
1740011,14.308868
1730011,13.206293
1720011,12.119574
1710011,10.961615
1700011,9.679572
1690011,8.310568
1680011,7.954787
1670011,8.628721
1660011,8.131125
1650011,7.896691
1640011,7.860061
1630011,8.063521
1620011,8.087794
1610011,8.262571
1600011,8.521997
1590011,9.039574
1580011,9.595337
1570011,9.856622
1560011,10.314154
1550011,11.181921
1540011,10.985435
1530011,10.189515
1520011,9.905832
1510011,10.319935
1500011,10.293159
1490011,10.198427
1480011,10.090404
1470011,10.979741
1460011,10.850571
1450011,10.375866
1440011,10.696045
1430011,11.680829
1420011,11.765395
1410011,11.385055
1390011,11.294293
1380011,10.417365
1370011,10.529906
1360011,10.393953
1350011,10.718398
1340011,12.550889
1330011,13.145132
1320011,12.101906
1310011,9.462921
1300011,9.045862
1290011,9.16342
1250011,8.974684
1240011,8.626737
1230011,9.01098
2590012,8.354918
2580012,7.914151
2570012,7.585964
2560012,7.634943
2550012,7.859546
2540012,8.15847
2530012,8.301933
2520012,8.185256
2510012,8.869549
2500012,8.839303
2490012,10.130901
2480012,11.27606
2470012,10.244898
2460012,8.260772
2450012,7.213557
2440012,7.434194
2430012,7.722523
2420012,7.970316
2410012,8.674766
2400012,8.728132
2390012,8.163486
2380012,7.917016
2370012,8.232515
2360012,8.045258
2350012,8.063358
2340012,7.935985
2330012,7.987866
2320012,7.92255
2310012,7.779818
2300012,8.347752
2290012,10.891563
2280012,12.405671
2270012,9.360507
2260012,8.257288
2250012,7.979315
2240012,7.986045
2230012,8.178539
2220012,8.055007
2210012,7.683052
2200012,7.859942
2190012,7.815479
2180012,7.993986
2170012,7.963051
2160012,7.892428
2150012,8.079655
2140012,8.362509
2130012,9.396263
2120012,8.084009
2110012,7.412382
2100012,7.399079
2090012,7.448031
2080012,7.583041
2070012,7.840883
2060012,8.248248
2050012,7.60162
2040012,7.374067
2030012,7.514419
2020012,8.282833
2010012,9.841041
2000012,9.28221
1990012,8.695315
1980012,8.202474
1970012,7.698115
1960012,7.648616
1950012,7.368527
1940012,6.789527
1930012,6.431803
1920012,6.465053
1910012,6.91248
1900012,7.43129
1890012,7.440722
1880012,7.494066
1870012,7.754838
1860012,7.78984
1850012,8.088791
1840012,9.2454
1830012,7.637386
1820012,7.03727
1810012,7.22594
1800012,7.433327
1790012,7.408531
1780012,7.05327
1770012,6.858324
1760012,8.194302
1750012,11.330145
1740012,11.915727
1730012,10.809385
1720012,11.351734
1710012,10.549515
1700012,9.289881
1690012,7.824025
1680012,8.392996
1670012,10.880801
1660012,10.623741
1650012,9.780738
1640012,9.66659
1630012,9.122197
1620012,8.501033
1610012,7.868664
1600012,8.396742
1590012,9.00997
1580012,9.11608
1570012,9.73575
1560012,10.296159
1550012,10.885166
1540012,10.85844
1530012,10.357686
1520012,10.326493
1510012,11.025078
1500012,10.892629
1490012,10.098846
1480012,9.947625
1470012,10.999322
1460012,10.790972
1450012,10.625924
